UTC,weather,pm25,temp
999,4.0,146.0,280.15
1000,4.0,152.0,280.15
1001,4.0,160.0,280.15
1002,4.0,160.0,280.15
1003,4.0,160.0,279.15
1004,4.0,160.0,279.15
1005,4.0,160.0,279.15
1006,4.0,160.0,279.15
1007,4.0,160.0,279.15
1008,4.0,160.0,279.15
1009,4.0,160.0,279.15
1010,4.0,160.0,279.15
1011,4.0,160.0,279.15
1012,4.0,160.666666667,278.816666667
1013,2.0,161.333333333,278.483333333
1014,2.0,162.0,278.15
1015,2.0,162.0,278.15
1016,2.0,162.0,278.15
1017,2.0,162.0,278.15
1018,2.0,162.0,277.65
1019,2.0,155.0,277.15
1020,2.0,155.0,277.15
1021,2.0,155.0,277.15
1022,2.0,155.0,277.15
1023,2.0,155.0,277.15
1024,2.0,155.0,277.15
1025,2.0,143.0,277.15
1026,2.0,143.0,277.15
1027,2.0,143.0,277.15
1028,2.0,143.0,277.15
1029,2.0,143.0,276.65
1030,2.0,143.0,276.15
1031,2.0,120.0,276.15
1032,2.0,120.0,276.15
1033,3.0,120.0,276.15
1034,3.0,120.0,276.15
1035,3.0,120.0,276.15
1036,3.0,120.0,276.15
1037,3.0,120.0,276.15
1038,3.0,100.0,276.15
1039,3.0,100.0,276.15
1040,3.0,100.0,276.15
1041,3.0,100.0,276.15
1042,3.0,100.0,276.15
1043,3.0,81.0,276.15
1044,3.0,81.0,276.15
1045,3.0,81.0,276.15
1046,3.0,81.0,276.15
1047,3.0,81.0,276.15
1048,3.0,81.0,276.65
1049,3.0,72.0,277.15
1050,3.0,72.0,277.15
1051,2.0,72.0,277.15
1052,2.0,72.0,277.15
1053,2.0,72.0,277.15
1054,2.0,72.0,277.15
1055,2.0,81.0,277.15
1056,2.0,81.0,277.15
1057,2.0,81.0,277.15
1058,2.0,81.0,277.15
1059,2.0,81.0,277.15
1060,2.0,81.0,277.15
1061,2.0,93.0,277.15
1062,2.0,93.0,277.15
1063,2.0,93.0,277.15
1064,2.0,93.0,277.15
1065,2.0,93.0,277.15
1066,2.0,93.0,277.15
1067,2.0,98.0,277.15
1068,2.0,98.0,277.65
1069,3.0,98.0,278.15
1070,3.0,98.0,278.15
1071,3.0,98.0,278.15
1072,3.0,98.0,278.15
1073,3.0,97.0,278.15
1074,3.0,97.0,278.15
1075,3.0,97.0,278.15
1076,3.0,97.0,278.15
1077,3.0,97.0,278.15
1078,3.0,97.0,278.15
1079,3.0,102.0,279.15
1080,3.0,102.0,279.15
1081,3.0,102.0,279.15
1082,3.0,102.0,279.15
1083,3.0,102.0,279.15
1084,3.0,102.0,279.15
1085,3.0,101.0,279.15
1086,3.0,101.0,279.15
1087,3.0,101.0,279.15
1088,3.0,101.0,279.15
1089,3.0,101.0,279.15
1090,3.0,101.0,279.15
1091,3.0,104.0,279.15
1092,3.0,104.0,279.15
1093,3.0,104.0,279.15
1094,3.0,104.0,279.15
1095,3.0,104.0,279.15
1096,3.0,104.0,279.15
1097,3.0,110.0,279.15
1098,3.0,110.0,279.15
1099,3.0,110.0,279.15
1100,3.0,110.0,279.15
1101,3.0,110.0,279.15
1102,3.0,110.0,279.15
1103,3.0,114.0,279.15
1104,3.0,114.0,279.15
1105,3.0,114.0,279.15
1106,3.0,114.0,279.15
1107,3.0,114.0,279.15
1108,3.0,114.0,279.15
1109,3.0,114.0,279.15
1110,3.0,114.0,279.15
1111,3.0,114.0,279.15
1112,3.0,114.0,279.15
1113,3.0,114.0,279.15
1114,3.0,116.0,279.15
1115,3.0,116.0,279.15
1116,3.0,116.0,278.15
1117,3.0,116.0,278.15
1118,3.0,116.0,278.15
1119,3.0,116.0,278.15
1120,3.0,115.0,278.15
1121,3.0,111.0,278.15
1122,3.0,111.0,278.15
1123,2.0,111.0,278.15
1124,2.0,111.0,278.15
1125,2.0,111.0,278.15
1126,2.0,111.0,278.15
1127,2.0,113.0,278.15
1128,2.0,113.0,278.15
1129,2.0,113.0,278.15
1130,2.0,113.0,278.15
1131,2.0,113.0,278.15
1132,2.0,113.0,278.15
1133,2.0,120.0,277.15
1134,2.0,120.0,277.15
1135,2.0,120.0,277.15
1136,2.0,120.0,277.15
1137,2.0,120.0,277.15
1138,2.0,120.0,277.15
1139,2.0,120.0,277.15
1140,2.0,120.0,277.15
1141,2.0,120.0,277.15
1142,2.0,120.0,277.15
1143,2.0,120.0,277.15
1144,2.0,120.0,277.15
1145,2.0,127.0,277.15
1146,2.0,127.0,277.15
1147,2.0,127.0,277.15
1148,2.0,127.0,277.15
1149,2.0,127.0,277.15
1150,2.0,127.0,277.15
1151,2.0,127.0,277.15
1152,2.0,127.0,277.15
1153,2.0,127.0,277.15
1154,2.0,127.0,277.15
1155,2.0,127.0,277.15
1156,2.0,128.0,277.15
1157,2.0,132.0,277.15
1158,2.0,132.0,277.15
1159,2.0,132.0,276.65
1160,2.0,132.0,276.15
1161,2.0,132.0,276.15
1162,2.0,132.0,276.15
1163,2.0,136.0,276.15
1164,2.0,136.0,276.15
1165,2.0,136.0,276.15
1166,2.0,136.0,276.15
1167,2.0,136.0,276.15
1168,2.0,136.0,276.15
1169,2.0,132.0,276.15
1170,2.0,132.0,276.15
1171,2.0,132.0,276.15
1172,2.0,132.0,276.15
1173,2.0,132.0,276.15
1174,2.0,132.0,276.15
1175,2.0,133.0,276.15
1176,2.0,133.0,276.15
1177,2.0,133.0,276.15
1178,2.0,133.0,276.15
1179,2.0,133.0,276.15
1180,2.0,133.0,276.15
1181,2.0,133.0,276.15
1182,2.0,132.0,276.15
1183,2.0,132.0,276.15
1184,2.0,132.0,276.15
1185,2.0,132.0,276.15
1186,2.0,132.0,276.15
1187,2.0,131.0,276.15
1188,2.0,131.0,276.15
1189,2.0,131.0,276.15
1190,2.0,131.0,276.15
1191,2.0,131.0,276.15
1192,2.0,131.0,276.15
1193,2.0,125.0,276.15
1194,2.0,125.0,276.15
1195,2.0,125.0,276.15
1196,8.0,125.0,276.15
1197,8.0,125.0,276.15
1198,8.0,125.0,276.15
1199,8.0,122.0,276.15
1200,8.0,122.0,276.15
1201,8.0,122.0,276.15
1202,8.0,122.0,276.15
1203,8.0,122.0,276.15
1204,8.0,122.0,276.15
1205,8.0,122.0,276.15
1206,8.0,122.0,276.15
1207,8.0,122.0,276.15
1208,8.0,122.0,276.15
1209,8.0,122.0,276.15
1210,8.0,122.0,276.15
1211,8.0,132.0,276.15
1212,8.0,132.0,276.15
1213,2.0,132.0,276.15
1214,2.0,132.0,276.15
1215,2.0,132.0,276.15
1216,2.0,132.0,278.15
1217,2.0,145.0,278.15
1218,2.0,145.0,278.15
1219,2.0,145.0,279.15
1220,2.0,145.0,279.15
1221,2.0,145.0,279.15
1222,2.0,145.0,279.15
1223,2.0,159.0,279.15
1224,2.0,159.0,281.15
1225,2.0,159.0,281.15
1226,2.0,159.0,281.15
1227,2.0,159.0,281.15
1228,2.0,159.0,281.15
1229,2.0,157.0,282.15
1230,2.0,157.0,282.15
1231,2.0,157.0,282.15
1232,2.0,157.0,282.15
1233,2.0,157.0,282.15
1234,2.0,157.0,282.15
1235,2.0,139.0,282.15
1236,2.0,139.0,282.15
1237,2.0,139.0,282.15
1238,2.0,139.0,282.15
1239,2.0,139.0,282.15
1240,2.0,139.0,282.15
1241,2.0,139.0,282.15
1242,2.0,139.0,282.15
1243,2.0,139.0,282.15
1244,2.0,139.0,282.15
1245,2.0,139.0,282.15
1246,2.0,139.0,282.15
1247,2.0,141.0,282.15
1248,2.0,141.0,282.15
1249,2.0,141.0,282.15
1250,2.0,141.0,282.15
1251,2.0,141.0,282.15
1252,2.0,141.0,282.15
1253,2.0,144.0,282.15
1254,2.0,144.0,282.15
1255,2.0,144.0,282.15
1256,2.0,144.0,282.15
1257,2.0,144.0,282.15
1258,2.0,144.0,282.15
1259,2.0,148.0,281.15
1260,2.0,148.0,281.15
1261,2.0,148.0,281.15
1262,2.0,148.0,281.15
1263,2.0,148.0,281.15
1264,2.0,148.0,281.15
1265,2.0,151.0,281.15
1266,2.0,151.0,281.15
1267,3.0,151.0,281.15
1268,3.0,151.0,281.15
1269,3.0,151.0,281.15
1270,3.0,151.0,281.15
1271,3.0,163.0,281.15
1272,3.0,163.0,281.15
1273,3.0,163.0,281.15
1274,3.0,163.0,281.15
1275,3.0,163.0,281.15
1276,3.0,163.0,281.15
1277,3.0,173.0,281.15
1278,3.0,173.0,281.15
1279,3.0,173.0,281.15
1280,3.0,173.0,281.15
1281,3.0,173.0,281.15
1282,3.0,173.0,281.15
1283,3.0,178.0,281.15
1284,3.0,178.0,281.15
1285,3.0,178.0,281.15
1286,3.0,178.0,281.15
1287,3.0,178.0,281.15
1288,3.0,178.0,280.15
1289,3.0,183.0,280.15
1290,3.0,183.0,280.15
1291,3.0,183.0,280.15
1292,3.0,183.0,280.15
1293,3.0,183.0,280.15
1294,3.0,183.0,280.15
1295,3.0,185.0,280.15
1296,3.0,185.0,280.15
1297,3.0,185.0,280.15
1298,3.0,185.0,280.15
1299,3.0,185.0,280.15
1300,3.0,185.0,280.15
1301,3.0,181.0,280.15
1302,2.0,181.0,279.15
1303,2.0,181.0,279.15
1304,2.0,181.0,279.15
1305,2.0,181.0,279.15
1306,2.0,181.0,279.15
1307,2.0,177.0,279.15
1308,2.0,177.0,279.15
1309,2.0,177.0,279.15
1310,2.0,177.0,279.15
1311,2.0,177.0,279.15
1312,2.0,177.0,279.15
1313,8.0,167.0,279.15
1314,8.0,167.0,279.15
1315,8.0,167.0,279.15
1316,8.0,167.0,279.15
1317,8.0,167.0,279.15
1318,8.0,167.0,279.15
1319,8.0,164.0,279.15
1320,8.0,164.0,279.15
1321,8.0,164.0,279.15
1322,8.0,164.0,279.15
1323,8.0,164.0,279.15
1324,8.0,164.0,279.15
1325,8.0,164.0,279.15
1326,8.0,161.0,279.15
1327,8.0,161.0,279.15
1328,8.0,161.0,279.15
1329,8.0,161.0,279.15
1330,8.0,161.0,279.15
1331,8.0,159.0,279.15
1332,8.0,159.0,279.15
1333,8.0,159.0,279.15
1334,8.0,159.0,279.15
1335,8.0,159.0,279.15
1336,8.0,159.0,279.15
1337,8.0,153.0,279.15
1338,8.0,153.0,279.15
1339,8.0,153.0,279.15
1340,8.0,153.0,279.15
1341,8.0,153.0,279.15
1342,8.0,153.0,279.15
1343,8.0,153.0,279.15
1344,8.0,153.0,279.15
1345,8.0,153.0,279.15
1346,8.0,153.0,279.15
1347,4.0,153.0,279.15
1348,4.0,153.0,279.15
1349,4.0,155.0,279.15
1350,4.0,155.0,279.65
1351,4.0,155.0,280.15
1352,4.0,155.0,280.15
1353,4.0,155.0,280.15
1354,4.0,155.0,280.15
1355,4.0,162.0,280.15
1356,4.0,162.0,280.15
1357,2.0,162.0,280.15
1358,2.0,162.0,280.15
1359,2.0,162.0,280.15
1360,2.0,162.0,280.15
1361,2.0,173.0,280.15
1362,2.0,173.0,280.15
1363,2.0,173.0,280.15
1364,2.0,173.0,280.15
1365,2.0,173.0,280.15
1366,2.0,173.0,280.15
1367,8.0,173.0,280.15
1368,8.0,184.0,280.15
1369,8.0,184.0,280.15
1370,8.0,184.0,280.15
1371,8.0,184.0,280.15
1372,8.0,184.0,280.15
1373,8.0,192.0,280.15
1374,8.0,192.0,280.15
1375,8.0,192.0,280.15
1376,8.0,192.0,280.15
1377,8.0,192.0,280.15
1378,8.0,192.0,280.15
1379,8.0,191.0,280.15
1380,8.0,191.0,280.15
1381,8.0,191.0,280.15
1382,8.0,191.0,280.15
1383,8.0,191.0,280.15
1384,8.0,191.0,280.15
1385,8.0,183.0,280.15
1386,8.0,183.0,280.15
1387,8.0,183.0,280.15
1388,8.0,183.0,280.15
1389,8.0,183.0,280.15
1390,8.0,183.0,280.15
1391,8.0,182.0,280.15
1392,8.0,182.0,280.15
1393,4.0,182.0,280.15
1394,4.0,182.0,280.15
1395,4.0,182.0,280.15
1396,4.0,182.0,280.15
1397,4.0,180.0,280.15
1398,4.0,180.0,280.15
1399,4.0,180.0,280.15
1400,4.0,180.0,280.15
1401,4.0,180.0,280.15
1402,4.0,180.0,280.15
1403,4.0,177.0,280.15
1404,4.0,177.0,280.15
1405,4.0,177.0,280.15
1406,4.0,177.0,280.15
1407,4.0,177.0,280.15
1408,4.0,177.0,280.15
1409,4.0,156.0,280.15
1410,4.0,156.0,280.15
1411,4.0,156.0,280.15
1412,4.0,156.0,280.15
1413,4.0,156.0,280.15
1414,4.0,156.0,280.15
1415,4.0,156.0,280.15
1416,4.0,152.0,280.15
1417,4.0,148.0,280.15
1418,4.0,148.0,280.15
1419,4.0,148.0,280.15
1420,4.0,148.0,280.15
1421,4.0,146.75,280.4
1422,4.0,145.5,280.65
1423,4.0,144.25,280.9
1424,4.0,143.0,281.15
1425,4.0,143.0,281.15
1426,4.0,143.0,281.15
1427,4.0,143.0,281.15
1428,4.0,140.5,281.15
1429,4.0,138.0,281.15
1430,4.0,138.0,281.15
1431,4.0,138.0,281.15
1432,4.0,135.75,281.15
1433,4.0,133.5,281.15
1434,4.0,131.25,281.15
1435,4.0,129.0,281.15
1436,4.0,129.0,281.65
1437,4.0,129.0,282.15
1438,4.0,125.0,281.65
1439,4.0,121.0,281.15
1440,4.0,121.0,281.15
1441,4.0,121.0,281.15
1442,4.0,121.0,281.15
1443,4.0,121.0,281.15
1444,4.0,121.0,281.15
1445,4.0,103.0,281.15
1446,4.0,103.0,281.15
1447,4.0,103.0,281.15
1448,4.0,103.0,281.15
1449,4.0,103.0,281.15
1450,4.0,103.0,281.15
1451,4.0,83.0,281.15
1452,4.0,83.0,281.15
1453,4.0,83.0,281.15
1454,4.0,83.0,281.15
1455,4.0,83.0,281.15
1456,4.0,83.0,281.15
1457,4.0,62.0,281.15
1458,4.0,62.0,281.15
1459,4.0,62.0,281.15
1460,4.0,62.0,281.15
1461,4.0,62.0,281.15
1462,4.0,62.0,281.15
1463,4.0,47.0,281.15
1464,4.0,47.0,281.15
1465,4.0,47.0,280.15
1466,4.0,47.0,280.15
1467,4.0,47.0,280.15
1468,4.0,47.0,280.15
1469,4.0,33.0,280.15
1470,4.0,33.0,280.65
1471,4.0,33.0,281.15
1472,4.0,33.0,281.15
1473,4.0,33.0,281.15
1474,4.0,33.0,281.15
1475,4.0,33.0,281.15
1476,4.0,33.0,281.15
1477,4.0,33.0,280.15
1478,4.0,33.0,280.15
1479,4.0,33.0,280.15
1480,4.0,33.0,280.15
1481,4.0,35.0,280.15
1482,4.0,35.0,280.15
1483,4.0,35.0,280.15
1484,4.0,35.0,280.15
1485,4.0,35.0,280.15
1486,4.0,35.0,280.15
1487,4.0,42.0,280.15
1488,4.0,42.0,280.15
1489,4.0,42.0,280.15
1490,4.0,42.0,280.15
1491,2.0,42.0,280.15
1492,2.0,42.0,280.15
1493,2.0,54.0,280.15
1494,2.0,54.0,280.15
1495,2.0,54.0,280.15
1496,2.0,54.0,280.15
1497,2.0,54.0,280.15
1498,2.0,54.0,280.15
1499,2.0,61.0,280.15
1500,2.0,61.0,280.15
1501,2.0,61.0,280.15
1502,2.0,61.0,280.15
1503,2.0,61.0,280.15
1504,2.0,61.0,280.15
1505,2.0,61.0,280.15
1506,2.0,56.0,280.15
1507,2.0,56.0,280.15
1508,2.0,56.0,280.15
1509,2.0,56.0,280.15
1510,2.0,56.0,280.15
1511,2.0,56.0,280.15
1512,2.0,45.0,280.15
1513,2.0,45.0,280.15
1514,2.0,45.0,279.15
1515,2.0,45.0,279.15
1516,2.0,45.0,279.15
1517,2.0,36.0,279.15
1518,4.0,36.0,279.15
1519,4.0,36.0,279.15
1520,4.0,36.0,279.15
1521,4.0,36.0,279.15
1522,4.0,36.0,279.15
1523,4.0,41.0,279.15
1524,4.0,41.0,279.15
1525,4.0,41.0,279.15
1526,4.0,41.0,279.15
1527,4.0,41.0,279.15
1528,4.0,41.0,279.15
1529,4.0,55.0,279.15
1530,4.0,55.0,279.15
1531,4.0,55.0,279.15
1532,4.0,55.0,279.15
1533,4.0,55.0,279.15
1534,4.0,55.0,279.15
1535,4.0,55.0,279.15
1536,4.0,55.0,279.15
1537,4.0,55.0,279.15
1538,4.0,55.0,279.15
1539,4.0,55.0,279.15
1540,4.0,67.0,279.15
1541,4.0,67.0,279.15
1542,4.0,67.0,279.15
1543,4.0,67.0,279.15
1544,4.0,67.0,278.15
1545,4.0,67.0,278.15
1546,4.0,69.0,278.15
1547,4.0,69.0,278.15
1548,4.0,69.0,278.15
1549,4.0,69.0,278.15
1550,4.0,69.0,278.15
1551,4.0,69.0,279.15
1552,4.0,69.0,279.15
1553,4.0,59.0,279.15
1554,2.0,59.0,279.15
1555,2.0,59.0,278.15
1556,2.0,59.0,278.15
1557,2.0,59.0,278.15
1558,2.0,55.0,278.15
1559,2.0,72.0,278.15
1560,2.0,72.0,278.15
1561,2.0,72.0,278.15
1562,4.0,72.0,278.15
1563,4.0,72.0,278.15
1564,4.0,72.0,278.15
1565,4.0,82.0,278.15
1566,4.0,82.0,278.15
1567,4.0,82.0,278.15
1568,4.0,82.0,278.15
1569,4.0,82.0,278.15
1570,4.0,82.0,278.15
1571,4.0,80.8421052632,278.15
1572,4.0,79.6842105263,278.15
1573,4.0,78.5263157895,278.15
1574,4.0,77.3684210526,278.15
1575,4.0,76.2105263158,278.15
1576,4.0,75.0526315789,278.15
1577,4.0,73.8947368421,278.15
1578,4.0,72.7368421053,278.15
1579,4.0,71.5789473684,278.15
1580,2.0,70.4210526316,278.15
1581,2.0,69.2631578947,278.15
1582,2.0,68.1052631579,278.15
1583,2.0,66.9473684211,278.15
1584,2.0,65.7894736842,278.15
1585,2.0,64.6315789474,278.15
1586,2.0,63.4736842105,278.15
1587,2.0,62.3157894737,278.15
1588,2.0,61.1578947368,278.15
1589,2.0,60.0,278.15
1590,2.0,60.0,278.15
1591,2.0,60.0,278.15
1592,2.0,60.0,278.15
1593,2.0,60.0,278.15
1594,2.0,60.0,278.15
1595,2.0,53.0,278.15
1596,2.0,53.0,278.15
1597,2.0,53.0,278.15
1598,2.0,53.0,278.15
1599,2.0,53.0,278.15
1600,2.0,53.0,278.15
1601,2.0,48.0,278.15
1602,2.0,48.0,278.15
1603,2.0,48.0,278.15
1604,2.0,48.0,278.15
1605,2.0,48.0,278.15
1606,2.0,48.0,278.15
1607,2.0,41.0,278.15
1608,2.0,41.0,278.15
1609,2.0,41.0,277.15
1610,2.0,41.0,277.15
1611,2.0,41.0,277.15
1612,2.0,41.0,277.15
1613,2.0,41.0,277.15
1614,2.0,43.0,277.15
1615,2.0,43.0,277.15
1616,2.0,43.0,277.15
1617,2.0,43.0,277.15
1618,2.0,43.0,277.15
1619,2.0,48.0,277.15
1620,2.0,48.0,277.15
1621,2.0,48.0,277.15
1622,2.0,48.0,277.15
1623,2.0,48.0,277.15
1624,2.0,48.0,277.15
1625,2.0,48.0,277.15
1626,2.0,48.0,277.15
1627,4.0,48.0,277.15
1628,4.0,48.0,277.15
1629,4.0,48.0,277.15
1630,4.0,52.0,277.15
1631,4.0,52.0,277.15
1632,4.0,52.0,277.15
1633,4.0,52.0,277.15
1634,4.0,52.0,277.15
1635,2.0,52.0,277.15
1636,2.0,52.0,277.15
1637,2.0,47.0,277.15
1638,2.0,47.0,277.15
1639,2.0,47.0,277.15
1640,2.0,47.0,277.15
1641,2.0,47.0,277.15
1642,2.0,47.0,277.15
1643,2.0,46.0,277.15
1644,2.0,46.0,277.15
1645,3.0,46.0,277.15
1646,3.0,46.0,277.15
1647,3.0,46.0,277.15
1648,3.0,46.0,277.15
1649,3.0,47.0,277.15
1650,3.0,47.0,277.15
1651,3.0,47.0,277.15
1652,3.0,47.0,277.15
1653,3.0,47.0,277.15
1654,3.0,47.0,277.15
1655,3.0,47.0,277.15
1656,3.0,47.0,277.15
1657,3.0,47.0,277.15
1658,3.0,47.0,277.15
1659,3.0,47.0,277.15
1660,3.0,51.0,277.15
1661,3.0,57.0,277.15
1662,3.0,57.0,277.15
1663,3.0,57.0,277.15
1664,3.0,57.0,277.15
1665,3.0,57.0,277.15
1666,3.0,57.0,277.15
1667,3.0,60.0,277.15
1668,3.0,60.0,277.15
1669,3.0,60.0,277.15
1670,3.0,60.0,277.15
1671,3.0,60.0,277.15
1672,3.0,60.0,277.15
1673,3.0,64.0,277.15
1674,3.0,64.0,277.15
1675,3.0,64.0,277.15
1676,3.0,64.0,277.15
1677,3.0,64.0,277.15
1678,3.0,64.0,277.15
1679,3.0,68.0,277.15
1680,3.0,68.0,277.15
1681,3.0,68.0,277.15
1682,3.0,68.0,277.15
1683,3.0,68.0,277.15
1684,3.0,68.0,276.65
1685,3.0,68.0,276.15
1686,3.0,68.0,276.15
1687,3.0,68.0,276.15
1688,3.0,68.0,276.65
1689,3.0,68.0,276.65
1690,3.0,75.0,276.15
1691,3.0,81.0,276.15
1692,3.0,81.0,276.15
1693,3.0,81.0,276.15
1694,3.0,81.0,276.15
1695,3.0,81.0,276.15
1696,3.0,81.0,276.15
1697,3.0,84.0,276.15
1698,3.0,84.0,276.15
1699,2.0,84.0,276.15
1700,2.0,84.0,276.15
1701,2.0,84.0,276.15
1702,2.0,84.0,276.15
1703,2.0,86.0,276.15
1704,2.0,86.0,276.15
1705,2.0,86.0,276.15
1706,2.0,86.0,276.15
1707,2.0,86.0,276.15
1708,2.0,86.0,276.15
1709,2.0,86.0,276.15
1710,2.0,86.0,276.15
1711,2.0,86.0,276.15
1712,2.0,86.0,276.15
1713,2.0,86.0,276.15
1714,2.0,89.0,276.15
1715,2.0,90.0,276.15
1716,2.0,90.0,276.15
1717,2.0,90.0,276.15
1718,2.0,90.0,276.15
1719,2.0,90.0,276.15
1720,3.0,90.0,276.15
1721,3.0,94.0,276.15
1722,3.0,94.0,276.15
1723,3.0,94.0,276.15
1724,3.0,94.0,276.15
1725,3.0,94.0,276.15
1726,3.0,94.0,276.15
1727,3.0,94.0,276.15
1728,3.0,94.0,276.15
1729,3.0,94.0,276.15
1730,3.0,94.0,276.15
1731,3.0,94.0,276.15
1732,3.0,96.0,276.15
1733,3.0,99.0,276.15
1734,3.0,99.0,276.15
1735,3.0,99.0,276.15
1736,3.0,99.0,276.15
1737,3.0,99.0,276.15
1738,3.0,99.0,276.15
1739,3.0,101.0,276.15
1740,3.0,101.0,276.15
1741,3.0,101.0,276.15
1742,3.0,101.0,276.15
1743,3.0,101.0,276.15
1744,3.0,101.0,276.15
1745,3.0,101.0,276.15
1746,3.0,101.0,276.15
1747,3.0,101.0,276.15
1748,3.0,101.0,276.15
1749,3.0,101.0,276.15
1750,3.0,101.0,276.15
1751,3.0,103.0,276.15
1752,3.0,103.0,276.15
1753,3.0,103.0,276.15
1754,3.0,103.0,276.15
1755,3.0,103.0,276.15
1756,3.0,103.0,276.15
1757,3.0,103.0,276.15
1758,3.0,103.0,276.15
1759,3.0,104.0,276.15
1760,3.0,104.0,276.15
1761,3.0,104.0,276.15
1762,3.0,104.0,276.15
1763,3.0,104.0,276.15
1764,3.0,104.0,276.15
1765,3.0,99.0,276.15
1766,3.0,99.0,276.15
1767,3.0,99.0,276.15
1768,3.0,99.0,276.15
1769,3.0,87.0,276.15
1770,3.0,87.0,276.15
1771,2.0,87.0,276.15
1772,2.0,87.0,276.15
1773,2.0,87.0,276.15
1774,2.0,87.0,276.15
1775,2.0,81.0,276.15
1776,2.0,81.0,276.15
1777,2.0,81.0,276.15
1778,2.0,81.0,276.15
1779,2.0,81.0,276.15
1780,2.0,81.0,276.15
1781,2.0,84.0,276.15
1782,2.0,84.0,276.15
1783,2.0,84.0,276.15
1784,2.0,84.0,276.15
1785,2.0,84.0,276.15
1786,2.0,84.0,276.15
1787,2.0,84.0,276.15
1788,2.0,84.0,276.15
1789,2.0,84.0,276.15
1790,2.0,84.0,276.15
1791,2.0,84.0,276.15
1792,2.0,84.0,276.15
1793,2.0,85.0,276.15
1794,2.0,85.0,276.15
1795,2.0,85.0,276.15
1796,2.0,85.0,276.15
1797,2.0,85.0,276.15
1798,2.0,85.0,276.65
1799,2.0,88.0,277.15
1800,2.0,88.0,276.65
1801,2.0,88.0,276.15
1802,2.0,88.0,276.15
1803,2.0,88.0,276.15
1804,2.0,88.0,277.15
1805,2.0,88.0,277.15
1806,2.0,88.0,277.15
1807,2.0,88.0,277.15
1808,2.0,88.0,277.15
1809,2.0,88.0,277.15
1810,2.0,88.0,277.15
1811,2.0,90.0,277.15
1812,2.0,90.0,277.15
1813,2.0,90.0,277.65
1814,2.0,90.0,278.15
1815,2.0,90.0,278.15
1816,2.0,90.0,278.15
1817,2.0,90.0,278.15
1818,2.0,90.0,278.15
1819,2.0,90.0,278.15
1820,2.0,90.0,278.15
1821,2.0,90.0,278.15
1822,2.0,90.0,278.15
1823,2.0,93.0,278.15
1824,2.0,93.0,278.15
1825,2.0,93.0,278.15
1826,2.0,93.0,278.15
1827,2.0,93.0,278.15
1828,2.0,93.0,278.15
1829,2.0,91.0,278.15
1830,2.0,91.0,278.15
1831,2.0,91.0,277.15
1832,2.0,91.0,277.15
1833,2.0,91.0,277.15
1834,2.0,91.0,277.15
1835,2.0,93.0,277.15
1836,2.0,93.0,277.15
1837,2.0,93.0,277.15
1838,2.0,93.0,277.15
1839,2.0,93.0,277.15
1840,2.0,93.0,277.15
1841,2.0,95.0,277.15
1842,2.0,95.0,277.15
1843,2.0,95.0,277.15
1844,2.0,95.0,277.15
1845,2.0,95.0,277.15
1846,2.0,95.0,277.15
1847,2.0,101.0,277.15
1848,2.0,101.0,277.15
1849,2.0,101.0,277.15
1850,2.0,101.0,277.15
1851,2.0,101.0,277.15
1852,2.0,101.0,277.15
1853,2.0,103.0,277.15
1854,2.0,103.0,276.15
1855,2.0,103.0,276.15
1856,2.0,103.0,276.15
1857,2.0,103.0,276.15
1858,2.0,103.0,276.15
1859,2.0,106.0,276.15
1860,2.0,106.0,276.15
1861,2.0,106.0,276.15
1862,2.0,106.0,276.15
1863,2.0,106.0,276.15
1864,2.0,106.0,276.15
1865,2.0,106.0,276.15
1866,2.0,106.0,276.15
1867,2.0,106.0,276.15
1868,2.0,106.0,276.15
1869,2.0,106.0,276.15
1870,2.0,110.0,276.15
1871,2.0,110.0,276.15
1872,2.0,112.0,276.15
1873,2.0,112.0,276.15
1874,2.0,112.0,276.15
1875,2.0,112.0,276.15
1876,2.0,112.0,276.15
1877,2.0,112.0,276.15
1878,2.0,112.0,276.15
1879,2.0,112.0,276.15
1880,2.0,112.0,276.15
1881,2.0,112.0,276.15
1882,2.0,112.0,276.15
1883,2.0,115.0,276.15
1884,2.0,115.0,276.15
1885,2.0,115.0,276.15
1886,2.0,115.0,276.15
1887,2.0,115.0,276.15
1888,2.0,115.0,276.15
1889,2.0,115.0,276.15
1890,2.0,115.0,276.15
1891,2.0,115.0,275.65
1892,2.0,115.0,275.15
1893,2.0,115.0,275.15
1894,2.0,115.0,275.15
1895,2.0,115.0,275.15
1896,2.0,118.0,275.15
1897,2.0,118.0,275.15
1898,2.0,118.0,275.15
1899,2.0,118.0,275.15
1900,2.0,118.0,275.15
1901,2.0,118.0,275.15
1902,2.0,118.0,275.15
1903,2.0,118.0,275.15
1904,2.0,118.0,275.15
1905,2.0,118.0,275.15
1906,2.0,115.0,275.15
1907,2.0,116.0,275.15
1908,2.0,116.0,275.15
1909,2.0,116.0,275.15
1910,2.0,116.0,275.15
1911,2.0,116.0,275.15
1912,2.0,116.0,275.15
1913,2.0,115.0,275.15
1914,2.0,115.0,275.15
1915,2.0,115.0,274.65
1916,2.0,115.0,274.15
1917,2.0,115.0,274.15
1918,2.0,115.0,274.15
1919,2.0,111.0,274.15
1920,2.0,111.0,274.15
1921,2.0,111.0,274.15
1922,2.0,111.0,275.15
1923,2.0,111.0,275.15
1924,2.0,111.0,275.15
1925,2.0,108.0,275.15
1926,2.0,108.0,275.15
